,Artificial Intelligence,"Data science, data analytics and data spaces",Cyber security technologies,Software technologies and computing,Digital connectivity technologies,Digital Twinning and Immersive technologies,Neuromorphic technologies
Threshold,0.3,0.475,0.46,0.517,0.42,0.51,0.37
